Longitude,Latitude,ID
46.057177,51.535479,10753
45.928093,51.443974,10754
46.059895,51.570862,10755
45.945114,51.509232,10756
45.980179,51.611862,10757
46.007809,51.524113,10758
45.98521,51.533825,10759
45.9676,51.589084,10760
45.934971,51.427689,10761
45.983791,51.531292,10762
46.109013,51.501137,10763
46.022675,51.546623,10764
45.944485,51.509771,10765
46.047581,51.550186,10766
46.007824,51.547783,10767
46.082836,51.556107,10768
45.929981,51.472198,10769
46.025856,51.566639,10770
46.103905,51.570493,10771
45.898811,51.577148,10772
45.904019,51.588829,10773
45.939114,51.462936,10774
45.898552,51.580563,10775
46.125217,51.583996,10776
45.968437,51.424809,10777
45.90731,51.608414,10778
45.999123,51.541431,10779
45.851006,51.588894,10780
45.890766,51.60614,10781
46.021069,51.562134,10782
46.000542,51.571724,10783
45.930626,51.495438,10784
45.97821,51.513302,10785
45.971684,51.427452,10786
45.989925,51.514915,10787
46.058207,51.56835,10788
45.973091,51.614624,10789
45.980373,51.508701,10790
46.090534,51.565548,10791
45.878092,51.51647,10792
46.000004,51.609447,10793
45.98369,51.558308,10794
45.879311,51.575554,10795
45.966339,51.529045,10796
46.051392,51.551624,10797
45.964415,51.50239,10798
46.065471,51.56794,10799
45.971642,51.428368,10800
46.014599,51.597126,10801
45.960888,51.529709,10802
45.980995,51.521492,10803
45.90506,51.585804,10804
46.044691,51.526297,10805
45.972772,51.508974,10806
45.930435,51.476944,10807
45.955389,51.592033,10808
45.919067,51.469704,10809
45.918034,51.499401,10810
46.025036,51.575569,10811
45.994991,51.525513,10812
45.972221,51.509109,10813
45.907097,51.58651,10814
45.94912,51.59269,10815
45.912167,51.457798,10816
45.912125,51.48653,10817
45.959171,51.535152,10818
45.981995,51.517925,10819
45.959637,51.579903,10820
46.01844,51.555019,10821
45.966249,51.568367,10822
46.01656,51.54797,10823
45.981522,51.519451,10824
46.00856,51.548042,10825
45.904194,51.503819,10826
46.025421,51.57642,10827
45.893265,51.586937,10828
45.950188,51.593872,10829
45.982018,51.50919,10830
46.009806,51.603259,10831
45.949066,51.583946,10832
45.899708,51.495049,10833
45.915192,51.468971,10834
45.938812,51.508533,10835
45.959278,51.535347,10836
45.972942,51.617977,10837
45.957672,51.614998,10838
45.913166,51.6782,10839
46.021145,51.534916,10852
45.901962,51.583633,10853
45.948807,51.507198,10854
46.039005,51.555599,10855
45.971199,51.614803,10856
46.060799,51.586002,10857
45.906029,51.470627,10858
46.028919,51.586651,10859
45.943871,51.509739,10860
45.969013,51.504799,10861
46.029568,51.522182,10862
46.05164,51.537266,10863
46.068733,51.603039,10864
46.07243,51.557743,10865
46.021643,51.527174,10866
46.033768,51.568031,10867
46.132648,51.593197,10868
45.927242,51.476768,10869
45.95203,51.460819,10870
46.041101,51.53937,10871
45.984196,51.586506,10872
45.909599,51.501122,10873
45.998136,51.527027,10874
45.896423,51.611042,10875
46.025383,51.577549,10876
46.008064,51.598496,10877
46.077568,51.616421,10878
46.009804,51.570137,10879
46.030777,51.54248,10880
46.0149,51.597027,10881
46.030359,51.522472,10882
46.013885,51.520386,10883
45.976795,51.524715,10884
45.962677,51.425495,10885
45.935558,51.635067,10886
45.896378,51.535755,10887
45.980709,51.568096,10888
46.046055,51.557533,10889
46.050266,51.550129,10890
46.039162,51.531471,10891
45.916582,51.588504,10892
46.008892,51.535244,10893
45.957623,51.580509,10894
45.944695,51.509323,10895
46.130638,51.485157,10896
45.950974,51.505459,10897
45.925022,51.476883,10898
45.981171,51.534378,10899
45.882477,51.601105,10900
46.037769,51.534695,10901
45.953869,51.525242,10902
45.999977,51.555862,10903
45.949093,51.511105,10904
45.910301,51.483706,10905
45.892387,51.568935,10906
46.09227,51.495838,10907
46.057632,51.535835,10908
45.990866,51.564348,10909
45.869793,51.492355,10910
46.009922,51.609364,10911
45.905907,51.604538,10912
45.985512,51.605415,10913
45.93008,51.478664,10914
45.88205,51.572968,10915
45.989288,51.518414,10916
45.961266,51.59948,10917
45.885301,51.479661,10918
45.97636,51.507702,10919
45.956856,51.59705,10920
46.020348,51.575279,10921
45.894047,51.485992,10922
45.973664,51.618834,10923
45.877586,51.596916,10924
45.933815,51.59174,10925
46.021423,51.558102,10926
45.999784,51.522171,10927
46.144463,51.591194,10928
45.931404,51.459534,10929
45.90527,51.471611,10930
46.035454,51.523773,10931
46.006958,51.549511,10932
46.083614,51.557194,10933
45.972191,51.614899,10934
45.976608,51.581052,10935
45.949517,51.505583,10936
45.945774,51.495319,10937
45.954494,51.510845,10938
45.891735,51.606747,10939
45.974129,51.582378,10940
46.022228,51.544559,10941
45.992714,51.533482,10942
45.897778,51.538013,10943
46.025238,51.574165,10944
45.849052,51.629589,10945
45.882626,51.601181,10946
46.012959,51.597776,10947
45.908569,51.467548,10948
46.101093,51.486076,10949
46.028235,51.582573,10950
45.893147,51.585957,10951
45.963055,51.503727,10952
45.888668,51.578365,10953
46.041489,51.544704,10954
45.951889,51.42741,10955
45.930901,51.49548,10956
46.090565,51.576832,10957
45.904907,51.591362,10958
46.030201,51.609409,10959
46.036461,51.574562,10960
46.002916,51.609414,10961
45.930065,51.469131,10962
46.048458,51.530987,10963
45.892117,51.480865,10964
46.119919,51.502678,10965
46.101959,51.486187,10966
46.026546,51.521343,10967
46.108524,51.585438,10968
46.00066,51.539619,10969
45.919434,51.439602,10970
46.031818,51.575035,10971
46.002419,51.543175,10972
46.056145,51.57793,10973
46.015419,51.546116,10974
46.014893,51.545921,10975
46.029526,51.58672,10976
46.066288,51.590416,10977
46.064384,51.586491,10978
46.090965,51.561928,10979
46.008816,51.535164,10980
45.972397,51.57893,10981
45.899506,51.495388,10982
45.967621,51.50378,10983
45.93306,51.467007,10984
46.067684,51.557999,10985
46.118778,51.503292,10986
45.891846,51.568691,10987
45.971016,51.541187,10988
45.977127,51.566734,10989
45.962692,51.438084,10990
45.933125,51.451412,10991
46.090569,51.562145,10992
45.986103,51.530506,10993
46.148933,51.4799,10994
45.925346,51.441948,10995
46.041977,51.556019,10996
46.012756,51.529182,10997
46.002285,51.514957,10998
45.971436,51.615051,10999
45.905556,51.450962,11000
45.885036,51.575794,11001
45.906471,51.606319,11002
46.113747,51.503719,11003
46.025719,51.545895,11004
45.95937,51.425312,11005
45.940186,51.508003,11006
45.898556,51.54369,11007
45.94442,51.509799,11008
46.010769,51.537266,11009
46.073086,51.573582,11010
45.921471,51.440022,11011
45.932423,51.425472,11012
45.952354,51.502275,11013
45.966309,51.423901,11014
45.886383,51.570786,11015
45.904245,51.599434,11016
45.939073,51.477866,11017
45.952408,51.41832,11018
45.97221,51.430601,11019
45.890789,51.565624,11020
45.986992,51.590141,11021
45.870586,51.488743,11022
45.913672,51.489468,11023
46.005634,51.525513,11024
45.971272,51.615223,11025
46.013336,51.53096,11026
46.052227,51.550777,11027
45.870174,51.493221,11028
45.970083,51.52104,11029
46.000656,51.556023,11030
45.98119,51.585121,11031
45.947212,51.43,11032
45.941898,51.509205,11033
45.970932,51.580429,11034
45.860859,51.588062,11035
45.895607,51.486336,11036
45.99456,51.537643,11037
45.950363,51.594452,11038
46.013237,51.520863,11039
45.908904,51.609044,11040
45.999825,51.541283,11041
45.899207,51.576986,11042
45.998478,51.535271,11043
46.004036,51.612427,11044
45.93594,51.443798,11045
46.03167,51.537647,11046
45.912886,51.591423,11047
45.981262,51.517033,11048
45.941734,51.503777,11049
46.031052,51.536667,11050
46.002464,51.57159,11051
45.920143,51.474304,11052
45.898659,51.542339,11053
45.881832,51.48447,11054
46.081612,51.501949,11055
45.838652,51.577532,11056
45.9753,51.577206,11057
46.021069,51.564796,11058
46.027264,51.522236,11059
45.960407,51.425102,11060
45.925287,51.55282,11061
45.979942,51.524441,11062
45.904865,51.450588,11063
45.975304,51.62236,11064
46.022259,51.534664,11065
46.056988,51.570698,11066
46.132797,51.483761,11067
46.087158,51.498913,11068
46.035995,51.533665,11069
45.971714,51.580498,11070
45.952858,51.463459,11071
45.999969,51.540684,11072
45.939522,51.508686,11073
45.94772,51.508934,11074
45.965794,51.533699,11075
46.002523,51.520545,11076
45.965813,51.435661,11077
46.072376,51.610912,11078
46.058285,51.535061,11079
46.072915,51.574244,11080
46.008095,51.516537,11081
46.013229,51.529957,11082
46.031521,51.556805,11083
45.871262,51.594227,11084
45.927528,51.588211,11085
45.995098,51.566029,11086
46.01804,51.550404,11087
46.014767,51.546131,11088
45.926285,51.588013,11089
45.907471,51.608212,11090
45.95051,51.41964,11091
45.931694,51.587784,11092
46.029255,51.580891,11093
46.018295,51.556301,11094
45.930843,51.499519,11095
46.102486,51.501087,11096
45.909473,51.587276,11097
45.965093,51.567792,11098
46.13203,51.594635,11099
45.979988,51.530571,11100
46.024479,51.572384,11101
45.99667,51.545212,11102
45.931515,51.597244,11103
46.008156,51.523903,11104
45.992432,51.602173,11105
45.944782,51.509979,11106
45.955118,51.420841,11107
45.917496,51.588573,11108
45.976608,51.604633,11109
45.95747,51.426048,11110
45.994267,51.565708,11111
45.968605,51.598951,11112
46.027294,51.52684,11113
45.9753,51.581493,11114
46.026558,51.585991,11115
45.920052,51.624167,11116
45.988468,51.609783,11117
45.93045,51.495026,11118
46.012447,51.601364,11119
45.930436,51.494538,11120
46.062035,51.53067,11121
46.02544,51.574715,11122
45.921352,51.48967,11123
45.951,51.505375,11124
45.965942,51.583611,11125
45.968849,51.602879,11126
45.918125,51.492027,11127
45.950176,51.5156,11128
45.913334,51.501316,11129
45.960285,51.615028,11130
45.937507,51.4893,11131
45.969791,51.580662,11132
45.94228,51.427067,11133
46.007725,51.547924,11134
46.131042,51.485077,11135
46.049957,51.558205,11136
46.092697,51.496056,11137
46.025093,51.57629,11138
45.935638,51.429634,11139
46.010269,51.537853,11140
46.010489,51.525705,11141
45.9846,51.513161,11142
45.922588,51.44059,11143
45.968185,51.592144,11144
45.974102,51.581215,11145
45.922813,51.440624,11146
45.907406,51.608669,11147
45.952393,51.461617,11148
46.061584,51.566605,11149
45.952518,51.419914,11150
46.009888,51.607243,11151
45.949635,51.428818,11152
45.908646,51.466824,11153
45.888729,51.578529,11154
45.951675,51.503021,11155
45.989319,51.532154,11156
45.984879,51.586567,11157
45.973759,51.581944,11158
45.940834,51.508224,11159
45.930508,51.499096,11160
46.010426,51.609226,11161
45.91444,51.49225,11162
45.914835,51.495567,11163
45.994049,51.599789,11164
46.031059,51.559052,11165
46.091026,51.562057,11166
46.007629,51.533524,11167
46.151367,51.590897,11168
46.151852,51.589443,11169
45.91452,51.489998,11170
46.079445,51.574871,11171
46.024757,51.574787,11172
46.020279,51.575291,11173
46.115452,51.495993,11174
46.008701,51.547729,11175
45.927492,51.505342,11176
46.069027,51.605282,11177
45.972893,51.508896,11178
45.904552,51.479324,11179
45.908417,51.467415,11180
45.994114,51.542995,11181
46.049683,51.571961,11182
45.968018,51.595165,11183
45.911495,51.587631,11184
45.841568,51.578091,11185
46.018772,51.553623,11186
45.890659,51.567844,11187
46.009907,51.608788,11188
46.076923,51.535355,11189
45.932,51.510548,11190
45.936707,51.46101,11191
46.039089,51.535934,11192
46.063889,51.56712,11193
45.878784,51.574863,11194
45.914265,51.62007,11195
45.929211,51.591949,11196
45.973064,51.617746,11197
46.000217,51.601673,11198
46.012611,51.536846,11199
45.938446,51.586655,11200
46.102673,51.486176,11201
45.988312,51.532772,11202
45.994877,51.512951,11203
46.04804,51.567124,11204
45.949299,51.505047,11205
45.901215,51.58411,11206
45.904945,51.450523,11207
45.894886,51.477745,11208
45.95953,51.437683,11209
46.135288,51.595814,11210
45.953899,51.512753,11211
45.892941,51.585743,11212
45.96413,51.58448,11213
45.945507,51.510239,11214
45.9687,51.425049,11215
46.092285,51.496166,11216
46.000656,51.552605,11217
45.902618,51.592537,11218
45.940742,51.508877,11219
45.955166,51.457737,11220
45.899086,51.573826,11221
45.947498,51.59153,11222
45.977306,51.608704,11223
45.870766,51.489056,11224
46.102821,51.486458,11225
46.125393,51.583452,11226
45.959705,51.423218,11227
45.974121,51.508507,11228
45.95343,51.512222,11229
46.018948,51.551846,11230
45.90921,51.465511,11231
46.02494,51.574856,11232
45.922184,51.495113,11233
45.950386,51.505665,11234
45.97356,51.540298,11235
45.96632,51.586216,11236
45.90836,51.467781,11237
45.970524,51.579693,11238
45.998001,51.601742,11239
45.930489,51.482159,11240
45.949959,51.506474,11241
45.878006,51.51722,11242
45.994732,51.560909,11243
45.948944,51.505539,11244
45.96843,51.585011,11245
46.089104,51.497883,11246
45.9364,51.487089,11247
45.906403,51.586449,11248
46.018471,51.539536,11249
45.955402,51.504726,11250
46.089767,51.565697,11251
45.971981,51.615051,11252
46.063751,51.56448,11253
45.951965,51.419758,11254
45.894234,51.478096,11255
45.914494,51.492455,11256
45.903454,51.479111,11257
45.965773,51.569939,11258
45.9781,51.509068,11259
46.00716,51.533119,11260
46.050978,51.526648,11261
45.954845,51.436947,11262
45.951981,51.46401,11263
46.044441,51.531853,11264
46.005241,51.525642,11265
45.98671,51.587711,11266
45.862694,51.587379,11267
46.084324,51.500488,11268
46.01556,51.603462,11269
46.102501,51.486217,11270
46.100071,51.578732,11271
45.931152,51.495586,11272
45.958294,51.58469,11273
45.899498,51.478504,11274
46.057438,51.557621,11275
45.98881,51.514079,11276
45.915087,51.62095,11277
46.039562,51.536709,11278
45.898502,51.487186,11279
45.985901,51.60239,11280
46.02536,51.566711,11281
46.012894,51.529156,11282
46.103832,51.501755,11283
46.008423,51.533241,11284
46.025414,51.608856,11285
46.011784,51.572353,11286
45.921074,51.439636,11287
45.950199,51.506111,11288
45.942261,51.5858,11289
45.905861,51.450626,11290
46.007212,51.549254,11291
46.001183,51.541218,11292
46.042423,51.532284,11293
45.884304,51.579021,11294
45.908051,51.589863,11295
46.028035,51.582665,11296
45.929935,51.476883,11297
45.896454,51.571815,11298
45.988522,51.534111,11299
46.042081,51.608988,11300
46.06662,51.55896,11301
45.972454,51.508907,11302
45.919401,51.602036,11303
46.053566,51.583664,11304
46.00708,51.517639,11305
45.952438,51.468658,11306
45.951305,51.505363,11307
46.005804,51.53285,11308
46.027559,51.537537,11309
46.016396,51.548008,11310
45.899557,51.478519,11311
46.001148,51.568684,11312
46.018341,51.555008,11313
46.039713,51.5425,11314
45.907471,51.608295,11315
45.941364,51.586151,11316
46.025311,51.575802,11317
45.947102,51.462233,11318
46.026855,51.586079,11319
46.062428,51.569347,11320
45.979,51.525974,11321
45.889256,51.471802,11322
45.902088,51.471981,11323
46.005144,51.597153,11324
45.91095,51.500313,11325
45.958187,51.487318,11326
45.98629,51.51046,11327
45.980633,51.572426,11328
45.968525,51.584827,11329
45.979979,51.524261,11330
45.933094,51.500544,11331
45.930462,51.49593,11332
45.978745,51.508186,11333
45.983555,51.515041,11334
45.995644,51.566151,11335
45.9006,51.584675,11336
46.013729,51.597523,11337
45.960475,51.569061,11338
46.130699,51.485184,11339
45.928376,51.512751,11340
45.981728,51.518787,11341
45.910275,51.59026,11342
46.133629,51.48357,11343
45.97364,51.581909,11344
45.988576,51.560388,11345
45.960804,51.59679,11346
46.062305,51.529263,11347
45.877552,51.521229,11348
46.039745,51.555553,11349
45.971649,51.512878,11350
46.03548,51.551449,11351
45.882935,51.484245,11352
45.940193,51.591713,11353
46.087128,51.576221,11354
45.989212,51.514973,11355
45.939236,51.50848,11356
45.931171,51.642166,11357
46.064569,51.557737,11358
45.971664,51.535904,11359
46.11454,51.497112,11360
46.082424,51.565834,11361
45.962372,51.537941,11362
45.967855,51.592187,11363
46.015045,51.545963,11364
46.098145,51.571786,11365
45.950462,51.505623,11366
46.130768,51.484852,11367
46.055882,51.527752,11368
46.02153,51.558952,11369
46.106174,51.486553,11370
46.040394,51.573071,11371
45.883495,51.484177,11372
45.972225,51.508789,11373
46.00293,51.571674,11374
46.103241,51.486359,11375
46.009193,51.569103,11376
46.045834,51.52895,11377
46.054993,51.527557,11378
45.973583,51.526169,11379
45.952614,51.418446,11380
46.003979,51.55584,11381
45.950685,51.499878,11382
45.958057,51.487221,11383
46.024525,51.543892,11384
45.9366,51.463406,11385
45.995613,51.544594,11386
45.97332,51.585598,11387
46.00251,51.524208,11388
45.882523,51.573082,11389
46.101139,51.500469,11390
46.031246,51.556854,11391
46.119694,51.586529,11392
45.983334,51.569286,11393
45.978176,51.525433,11394
45.974442,51.614719,11395
46.044535,51.562537,11396
46.04237,51.555767,11397
46.009468,51.535072,11398
45.961418,51.438026,11399
45.927185,51.598648,11400
45.9048,51.472855,11401
45.939884,51.507984,11402
45.927685,51.588303,11403
46.071667,51.515266,11404
45.979698,51.525795,11405
46.114326,51.496902,11406
45.913216,51.45908,11407
46.073601,51.573944,11408
46.020704,51.564771,11409
46.001236,51.549282,11410
45.885944,51.479931,11411
46.004505,51.51556,11412
46.021385,51.558411,11413
45.940022,51.507931,11414
45.95063,51.505638,11415
45.894848,51.477757,11416
46.122345,51.489231,11417
45.896084,51.571438,11418
45.93116,51.424946,11419
45.905041,51.450497,11420
45.908833,51.468182,11421
45.949444,51.505695,11422
45.897552,51.486946,11423
45.907425,51.608116,11424
45.962633,51.56777,11425
45.905773,51.451023,11426
45.904415,51.491585,11427
45.906391,51.480385,11428
45.971046,51.507632,11429
46.027622,51.582222,11430
45.957424,51.580482,11431
45.970179,51.611492,11432
45.92569,51.442993,11433
45.886993,51.483116,11434
45.936405,51.464279,11435
45.919857,51.439571,11436
45.904091,51.585098,11437
46.13308,51.483665,11438
46.004395,51.596409,11439
46.082527,51.565704,11440
46.023869,51.570335,11441
46.036812,51.524158,11442
46.021058,51.532932,11443
45.879292,51.480499,11444
45.934261,51.497242,11445
46.009884,51.525455,11446
45.949932,51.506386,11447
45.992207,51.563255,11448
45.918121,51.492165,11449
45.955246,51.524609,11450
46.014816,51.546513,11451
45.995445,51.609577,11452
46.019867,51.530624,11453
46.156136,51.467983,11454
45.955177,51.592079,11455
46.082924,51.565807,11456
46.032497,51.534428,11457
46.056057,51.580727,11458
45.877556,51.598358,11459
45.889606,51.605419,11460
45.909164,51.547157,11461
45.999048,51.546518,11462
45.931034,51.506618,11463
46.135193,51.482552,11464
45.923885,51.440884,11465
45.894791,51.608936,11466
45.924091,51.514822,11467
46.063469,51.5275,11468
46.030361,51.5625,11469
46.073692,51.61227,11470
46.021107,51.532487,11471
45.97213,51.429485,11472
46.085335,51.499931,11473
46.108875,51.489288,11474
46.127975,51.485191,11475
46.103703,51.486317,11476
45.98241,51.528458,11477
46.007784,51.548091,11478
45.939182,51.462822,11479
46.130844,51.485188,11480
45.950291,51.50103,11481
46.088665,51.576496,11482
46.065672,51.588186,11483
46.023441,51.563911,11484
46.03746,51.53521,11485
46.102943,51.486118,11486
45.928448,51.598324,11487
45.971222,51.579731,11488
45.88615,51.603291,11489
45.91452,51.489361,11490
46.020851,51.564419,11491
46.027278,51.527786,11492
46.015545,51.608952,11493
46.058472,51.585442,11494
46.007641,51.570667,11495
45.98939,51.564285,11496
46.011192,51.573223,11497
45.952824,51.462463,11498
45.941242,51.500935,11499
45.893749,51.608002,11500
45.967579,51.586708,11501
46.060902,51.569855,11502
45.93189,51.50652,11503
45.974564,51.577518,11504
45.990551,51.517872,11505
45.948586,51.517384,11506
45.904587,51.472923,11507
45.909565,51.501225,11508
45.903164,51.584175,11509
46.018574,51.539528,11510
46.06377,51.567123,11511
46.02338,51.569229,11512
46.071869,51.514935,11513
45.970226,51.610451,11514
45.920029,51.500824,11515
46.15633,51.46767,11516
46.022533,51.567333,11517
45.90239,51.571407,11518
45.963148,51.597914,11519
46.01509,51.546282,11520
45.872963,51.500603,11521
45.947639,51.506851,11522
45.985954,51.610016,11523
45.964703,51.503044,11524
45.928738,51.444649,11525
45.904087,51.503975,11526
45.930164,51.46978,11527
45.949956,51.428611,11528
45.940559,51.591736,11529
45.949883,51.429123,11530
46.031132,51.569107,11531
45.895569,51.486408,11532
45.908764,51.468216,11533
45.924763,51.476814,11534
45.969547,51.425365,11535
45.960758,51.522354,11536
46.060577,51.569981,11537
46.026337,51.579529,11538
45.894958,51.531689,11539
45.922253,51.502388,11540
45.990715,51.60973,11541
45.951782,51.50264,11542
46.036297,51.526939,11543
45.970905,51.583996,11544
46.094006,51.496788,11545
45.979801,51.526669,11546
45.95351,51.595274,11547
45.950478,51.505924,11548
45.994148,51.532757,11549
46.019642,51.608807,11550
45.902622,51.591438,11551
45.94635,51.591682,11552
46.040522,51.52894,11553
45.973202,51.581707,11554
46.026722,51.58567,11555
45.988575,51.533077,11556
46.04171,51.530956,11557
46.004333,51.571484,11558
45.964298,51.534157,11559
46.003639,51.55323,11560
46.029606,51.586655,11561
45.906994,51.608829,11562
45.92078,51.679951,11563
45.933319,51.448753,11564
46.056656,51.527935,11565
45.928286,51.445431,11566
45.898994,51.495724,11567
45.886074,51.570969,11568
45.891479,51.564972,11569
46.131714,51.593353,11570
46.117874,51.503761,11571
46.028728,51.602827,11572
46.06601,51.557735,11573
45.950409,51.505775,11574
46.00716,51.533169,11575
46.032272,51.56881,11576
45.97266,51.578735,11577
46.059128,51.566784,11578
46.093311,51.577278,11579
46.058643,51.53157,11580
46.148121,51.480049,11581
46.008785,51.535374,11582
46.009762,51.569958,11583
45.960915,51.437946,11584
45.931461,51.641693,11585
45.970631,51.580322,11586
45.930241,51.478264,11587
45.977924,51.507854,11588
46.001293,51.514687,11589
46.041374,51.539757,11590
45.904335,51.478893,11591
46.02729,51.609051,11592
46.021492,51.544628,11593
46.125591,51.583599,11594
46.149929,51.590961,11595
46.014921,51.533742,11596
46.04166,51.532444,11597
45.899151,51.581104,11598
45.947247,51.514866,11599
46.022888,51.567261,11600
45.97438,51.581841,11601
45.968536,51.602257,11602
45.891138,51.479309,11603
45.929253,51.588211,11604
45.910057,51.464214,11605
46.023403,51.528664,11606
45.904007,51.58482,11607
45.885937,51.473919,11608
45.890247,51.60582,11609
46.054466,51.528114,11610
46.148689,51.591,11611
45.957832,51.591194,11612
46.00798,51.547688,11613
46.01545,51.546589,11614
45.877468,51.522903,11615
45.912888,51.591419,11616
45.900318,51.47855,11617
45.889324,51.471855,11618
45.993107,51.514999,11619
46.030289,51.522377,11620
45.972347,51.540649,11621
46.124088,51.590122,11622
45.954174,51.471222,11623
45.957561,51.576427,11624
45.952145,51.427212,11625
45.967911,51.5042,11626
45.9897,51.564983,11627
45.904785,51.477905,11628
45.938812,51.462582,11629
45.97131,51.571899,11630
46.067886,51.558044,11631
45.979282,51.525944,11632
45.966343,51.583416,11633
46.065331,51.567955,11634
45.952896,51.420052,11635
45.959999,51.423328,11636
45.902573,51.591764,11637
46.026852,51.535664,11638
45.893101,51.485451,11639
45.961079,51.529697,11640
45.931492,51.459763,11641
45.95512,51.437237,11642
45.950314,51.505558,11643
45.95546,51.457283,11644
45.969322,51.580669,11645
45.944305,51.509907,11646
45.891533,51.56525,11647
45.983608,51.569057,11648
46.022507,51.567509,11649
45.98616,51.605453,11650
45.968513,51.424976,11651
46.011101,51.531471,11652
45.933407,51.462265,11653
45.97464,51.582073,11654
46.025127,51.576958,11655
45.905766,51.474728,11656
45.883839,51.473385,11657
45.986385,51.510502,11658
45.994877,51.52454,11659
46.01194,51.539219,11660
46.066254,51.52964,11661
45.93459,51.508316,11662
45.957611,51.425289,11663
45.967625,51.586555,11664
45.999405,51.609463,11665
46.007969,51.524014,11666
46.080872,51.542881,11667
45.885506,51.602894,11668
46.038021,51.535027,11669
45.87595,51.509098,11670
46.021824,51.574932,11671
